,document,summary,model,origin,nonfactual_spans
272,"Three Emlyn Mulligan points and two Kevin Conlon scores helped Leitrim lead 0-6 to 0-2 as Antrim struggled.
However, McCann's 31st-minute goal turned the game as Antrim moved into a 1-4 to 0-6 lead by half-time.
As McCann tagged on a succession of points Antrim took control and Brian Neeson's late goal sealed their win.
Neeson's goal was one of his trademark chipped efforts over the keeper.
Antrim were forced to make three late changes to their starting line-up as Justin Crozier, Michael McCann and Mark Sweeney were ruled out.
McCann's leg injury saw Sean Burke drafted into the side with the Johnston brothers Ricky and Martin replacing Crozier and Sweeney.
Burke was among Antrim's other scorers with Kevin Niblock and Niall McKenna also contributing points.
Louth are also on a maximum six points after their opening three games as they earned a comfortable 0-15 to 1-2 win over Wicklow.
ALLIANZ FOOTBALL LEAGUE RESULTS
Saturday
Division 1
Dublin 1-14 0-16 Monaghan
Division 2
Armagh 1-10 0-12 Fermanagh
Sunday
Division 1
Cork 3-10 4-25 Roscommon
Donegal 1-14 1-12 Mayo
Down 0-06 0-22 Kerry
Division 2
Derry 2-12 1-18 Galway
Laois 0-14 1-14 Tyrone
Meath 1-13 1-20 Cavan
Division 3
Longford 0-10 2-11 Kildare
Offaly 1-13 0-14 Sligo
Westmeath 0-11 1-08 Tipperary
Limerick 0-11 1-14 Clare
Division 4
Wexford 4-20 1-06 London
Antrim 2-14 0-09 Leitrim
Carlow 0-15 3-15 Waterford
Louth 0-15 1-02 Wicklow","Antrim won the Allianz Football League Division 2 game against Leitrim with a final score of 2-14 to 0-09. Antrim's Sean McCann scored the winning goal in the 31st minute, and was among Antrim's other scorers with Kevin Niblock and Niall McKenna also contributing points. Louth also won their game against Wicklow with a final score of 0-15 to 1-02.</s>",mistral7b,XSUM,"Sean McCann<sep> ""winning goal"
273,"Luis Suarez's glancing header from Neymar's left-wing free-kick put Barcelona ahead at the Nou Camp.
But in a frantic ending, Cristiano Ronaldo went close before Ramos headed home Luka Modric's free-kick to earn a point for Zinedine Zidane's La Liga leaders.
Leaders Real remain six points clear of defending champions Barca after 14 matches.
Barca were moments away from reducing the gap to three points when Real captain Ramos pounced to make it 33 games without defeat for his side.
Real are approaching the winter break in the driving seat, Barca having gone three matches without a league win.
Barca forward Neymar, who was one of six players booked, will be suspended for next Saturday's match at Osasuna.
The hosts started slowly and managed only one attempt on goal - a Lionel Messi free-kick was comfortably gathered by Keylor Navas - in a scrappy first half.
In contrast, Ronaldo had three attempts in the opening 45 minutes as Luka Modric dominated for Real in midfield.
While far from their fluid best, Barca were better after the break and went in front when Raphael Varane conceded a free-kick just outside his area and Suarez nodded home from close range.
Messi, who has now gone six games without scoring against Real in all competitions, missed a great chance to double the lead after a lovely pass from substitute Andres Iniesta, on his return from injury, before Ramos had the final say.
The 30-year-old defender is establishing a reputation for scoring crucial late goals in big games.
Ramos scored a 93rd-minute equaliser against Atletico Madrid to send the 2014 Champions League final into extra time before Real won.
He also forced extra time with a stoppage-time equaliser in the 2016 Super Cup final, which Real also went on to win.
This was a big test of character for Zidane and his players, and they emerged from it undamaged despite the absence of Gareth Bale, who continues his recovery from an ankle injury.
Real have taken 87 points from a possible 102 since Zidane took charge in January, including four from two games at the Nou Camp.
This draw was based on a steely determination and never-say-die spirit which was missing before Zidane's arrival.
His tactics worked a treat as Real nullified Barca's attacking threat in the first half, with Modric influential in central midfield alongside Mateo Kovacic on the left and Isco on the right.
Both teams are in Champions League action in midweek. Real Madrid must beat Borussia Dortmund at the Bernabeu on Wednesday at 19:45 GMT to finish top of Group F.
Barcelona have already qualified as Group C leaders. They entertain Borussia Monchengladbach on Tuesday at 19:45 GMT.
Match ends, Barcelona 1, Real Madrid 1.
Second Half ends, Barcelona 1, Real Madrid 1.
Attempt missed. Jordi Alba (Barcelona) right footed shot from the right side of the box misses to the left.
Attempt blocked. Sergi Roberto (Barcelona) header from outside the box is blocked.
Denis Suárez (Barcelona) wins a free kick on the right wing.
Foul by Marco Asensio (Real Madrid).
Denis Suárez (Barcelona) wins a free kick in the defensive half.
Foul by Cristiano Ronaldo (Real Madrid).
Goal!  Barcelona 1, Real Madrid 1. Sergio Ramos (Real Madrid) header from the centre of the box to the bottom left corner. Assisted by Luka Modric with a cross following a set piece situation.
Javier Mascherano (Barcelona) is shown the yellow card.
Foul by Arda Turan (Barcelona).
Marcelo (Real Madrid) wins a free kick on the left wing.
Corner,  Real Madrid. Conceded by Jordi Alba.
Attempt missed. Cristiano Ronaldo (Real Madrid) header from the right side of the six yard box misses to the left. Assisted by Marcelo with a cross.
Substitution, Barcelona. Denis Suárez replaces Neymar.
Attempt missed. Sergio Ramos (Real Madrid) header from the centre of the box is just a bit too high. Assisted by Daniel Carvajal with a cross.
Substitution, Real Madrid. Mariano replaces Mateo Kovacic.
Luis Suárez (Barcelona) wins a free kick in the defensive half.
Foul by Casemiro (Real Madrid).
Sergio Busquets (Barcelona) is shown the yellow card for a bad foul.
Foul by Sergio Busquets (Barcelona).
Marco Asensio (Real Madrid) wins a free kick on the left wing.
Andrés Iniesta (Barcelona) wins a free kick in the defensive half.
Foul by Luka Modric (Real Madrid).
Attempt missed. Lionel Messi (Barcelona) left footed shot from the centre of the box misses to the right. Assisted by Andrés Iniesta.
Daniel Carvajal (Real Madrid) is shown the yellow card for a bad foul.
Neymar (Barcelona) wins a free kick on the left wing.
Foul by Daniel Carvajal (Real Madrid).
Attempt blocked. Marco Asensio (Real Madrid) left footed shot from the centre of the box is blocked. Assisted by Lucas Vázquez with a cross.
Substitution, Barcelona. Arda Turan replaces André Gomes.
Substitution, Real Madrid. Marco Asensio replaces Karim Benzema.
Attempt missed. Cristiano Ronaldo (Real Madrid) header from the centre of the box misses to the left. Assisted by Luka Modric with a cross following a corner.
Corner,  Real Madrid. Conceded by Neymar.
Luis Suárez (Barcelona) is shown the yellow card.
Foul by Luis Suárez (Barcelona).
Raphael Varane (Real Madrid) wins a free kick in the defensive half.
Attempt blocked. Luka Modric (Real Madrid) left footed shot from the right side of the box is blocked. Assisted by Daniel Carvajal.
Corner,  Real Madrid. Conceded by Javier Mascherano.
Sergio Busquets (Barcelona) wins a free kick in the defensive half.
Foul by Lucas Vázquez (Real Madrid).","Barcelona and Real Madrid drew 1-1 in a La Liga match at the Nou Camp. Barcelona led 1-0 after a glancing header from Neymar, but Real Madrid equalised with a header from Sergio Ramos. Both teams had chances to win, with Cristiano Ronaldo and Lionel Messi having shots on target. The draw was based on a steely determination and never-say-die spirit from both teams.</s>",mistral7b,XSUM,Barcelona led 1-0 after a glancing header from Neymar
274,"After a dull first half Danny Ings came on to score his first Liverpool goal.
Russell Martin profited from Simon Mignolet's error on a corner to level, just before Sturridge came off.
Mignolet denied Matt Jarvis with a fine reflex save, Philippe Coutinho wasted a one-on-one while Ings almost rounded John Ruddy to score a late winner.
But Norwich held on for a deserved point as Liverpool's stuttering start to the season continued.
Liverpool have now taken eight points from their first six games of the Premier League season, as have Norwich, who were promoted as play-off winners from the Championship last season.
Analysis - fresh hope for new-look Reds with a formation that works
Relive Norwich's draw at Liverpool
The combination only lasted 45 minutes, with Christian Benteke replaced by Ings at half-time because of a tight hamstring.
Minor injury might explain the £32.5m summer signing's sluggish first-half performance, while Sturridge was making his first Liverpool appearance since 4 April after undergoing hip surgery in the United States.
Sturridge's first contribution was a back-heeled flick to play in James Milner but there was nothing slick about the 26-year-old's combination with Benteke.
Both strikers showed heavy touches as Liverpool laboured in front of goal, although Sturridge did force John Ruddy into a save with a powerful left-footed strike.
Ings's impact was practically immediate, the former Burnley striker breaking the deadlock two minutes and 54 seconds after coming on.
Having taken the lead, the home side's energy levels were far above those seen in the opening period, and Ings's running down the right wing almost fashioned an opening for Sturridge, making a dangerous run at the back post.
But arguably the best bit of attacking play came from Martin, who showed brilliant composure and technique to flick beyond the stricken Mignolet.
The Liverpool goalkeeper tried to clear a corner with a punch and could not make it back to his line to stop Martin's effort looping in - his third goal of the season.
Norwich captain Martin was late in joining up with his team-mates before the game because he returned to Norwich to be with his wife for the birth of their son.
The baby was not expected to arrive before next week, and Martin, 29, had travelled with the squad as arranged.
But after his wife went into labour he drove back to Norfolk on Saturday night, arriving at the hospital at four in the morning, and came back to rejoin his team-mates just over five hours later.
""My son was born at half past nine this morning and I had to come up on the plane today, I missed the captain's meeting,"" he told BBC Sport.
""I'm absolutely knackered now and need some sleep. We showed what we're about today. We've not got any superstars but we're a real team.
""That comes form the manager and his team. They've given us confidence and belief and everyone has been thriving since they came in.""
The stats you need to know
Norwich manager Alex Neil: ""I thought we played well, some teams sit in, which we had to do sometimes, but we offered a threat going forward too.
Media playback is not supported on this device
""The lads worked very hard and deserved something from the game. We're happy we have come away with a point.
""I left it in Russell's hands about whether he was going to play or not. He is the captain of the club and would have said if wasn't right, for the sake of the team.
""I think the adrenaline helped him through.""
Liverpool manager Brendan Rodgers: ""We had confidence after getting the first goal but we lost concentration on a corner.
Media playback is not supported on this device
""It was a poor goal from that aspect. Then we couldn't get that winning goal. We had a number of opportunities and that was the pleasing aspect of today.
""It was important that we got some flow in our game and our intensity in the second half was much better.
""But you have to look after the back door and at the corner we didn't do that.""
Liverpool host Carlisle in the third round of the League Cup on Wednesday night, before welcoming Aston Villa in the Premier League on Saturday.
Norwich play West Brom at home in the League Cup on Wednesday, before travelling to West Ham in the Premier League on Saturday.","Liverpool and Norwich drew 1-1 in the Premier League match at Anfield. Danny Ings scored his first Liverpool goal to lead 1-0, but Russell Martin equalized for Norwich just before Sturridge came off. Mignolet denied Matt Jarvis with a fine reflex save, while Coutinho wasted a one-on-one. Both strikers showed heavy touches as Liverpool laboured in front of goal. Ings's impact was immediate, breaking the deadlock two minutes and 54 seconds after coming on. The home side's energy levels were far above those seen in the first half, and Ings's running down the right wing almost fashioned an opening for Sturridge. The best bit of attacking play came from Martin, who flicked beyond the stricken Mignolet.</s>",mistral7b,XSUM,
275,"Foreign Minister Sergei Lavrov made the comments in a phone call with his American counterpart John Kerry.
Western sanctions, coupled with falling global oil prices, have hurt Russia's economy.
The EU and US have imposed a string of financial penalties on Moscow following Russia's annexation of Crimea in March.
The new US legislation, aimed mainly at Russia's defence industries, gives President Barack Obama the power to impose further sanctions if he chooses - though no action has yet been taken as a result of the bill.
It would also allow Mr Obama to provide lethal and non-lethal military assistance to Ukraine.
On Thursday the EU introduced measures which outlaw European investment in Crimea, the Black Sea peninsula annexed by Russia.
During a marathon end-of-year press conference on Thursday, Mr Putin accused Washington and the West of trying to isolate Moscow.
He said the US was trying to tame the Russian ""bear"", adding that sanctions were to blame for up to 30% of the economic woes which led to the dramatic slide of the rouble on Tuesday.
Washington is calling on Mr Putin to pull out of the Crimea and stop supporting pro-Russian rebels fighting the Ukrainian government.
Mr Obama has said the US is ready to ""roll back"" sanctions if Russia takes the ""necessary steps"" to defuse the current standoff.
Talks are due to start on Sunday involving Ukrainian officials and pro-Russian separatists.
The negotiations are aimed at implementing a ceasefire deal that was signed three months ago but which has failed to halt fighting.
Ukraine's National Security and Defence Council said on Friday that five soldiers were killed and seven injured during clashes in the east of the country.",Russia's economy has been affected by Western sanctions and falling oil prices. The US and EU have imposed financial penalties on Moscow following its annexation of Crimea. New US legislation gives President Obama the power to impose further sanctions if he chooses. The EU has outlawed European investment in Crimea. Putin accused Washington and the West of trying to isolate Moscow and said sanctions were to blame for up to 30% of Russia's economic woes. Talks are due to start on Sunday aimed at implementing a ceasefire deal in Ukraine.</s>,mistral7b,XSUM,
276,"Murray saved five match points as he overcame Robredo 3-6 7-6 (9-7) 7-6 (10-8) in three hours and 19 minutes.
The win moved him to fifth in the race to the ATP World Tour Finals in London, with ninth enough to qualify.
""I kept fighting and it stands me in good stead for the end of this year and the beginning of next,"" Murray said.
The British number one had also saved five match points against Robredo when he won the Shenzhen Open title in southern China in September to end a 14-month trophy drought.
Murray's third title in five weeks followed a rollercoaster match that lasted longer than any other ATP tour final this year.
""I know it was an incredible match,"" said the Scot. ""The tennis at the end and in the second set was high level. I played well at the right moments.
""I don't know how I managed to come through it - I was very tired, Tommy was very tired as well.
""When you have to work hard for something it means more, you get more satisfaction from it.""
Cheered on by a partisan home crowd, Robredo squandered chances to put Murray away in the second and third set tie-breaks.
The 32-year-old has now lost his last five meetings with Murray after winning their first two in 2006 and 2007.
""It was an amazing match, and you have to enjoy it,"" said the Spaniard. ""Unfortunately someone has to win and it was decided by a few balls.
""Now I will be a bit out for a couple of hours but I guess that when I finish the season next week, and I watch today's match against one of the best players we have right now, I will be very happy.""","Andy Murray won a thrilling three-set match against David Ferrer at the Paris Masters, saving five match points in the process. The win moved him to fifth in the race to the ATP World Tour Finals in London, with ninth enough to qualify. Murray had also saved five match points against Ferrer when he won the Shenzhen Open title in September. The match lasted over three hours and 19 minutes, with both players playing at a high level. Murray was cheered on by a partisan home crowd, while Ferrer was disappointed to lose.</s>",mistral7b,XSUM,David Ferrer<sep>Murray had also saved five match points against Ferrer when he won the Shenzhen Open title in September.<sep>Ferrer
277,"Exports rose by 8.7% from a year ago in US dollar terms, beating estimates of 7%, after strong demand from Europe.
Imports shot up by 14.8%, compared with estimates of 8.5%, thanks to purchases of processing and assembly products.
Overall, China's trade surplus widened to $40.8bn (Â£31.5bn) from $38bn in April.
Data released on Thursday also showed China's foreign exchange reserves rose by more than expected in May as tougher capital restrictions took effect.
However, many analysts warn that China's growth is likely to slow gradually in coming quarters.
""Today's trade data surprised on the upside, but has not changed our overall view that real GDP growth likely peaked in the first quarter,"" investment bank Nomura said in a report.
Moody's Investors Service downgraded China's credit rating last month on concerns that its financial strength would be eroded in the coming years by rising debts.
Much of China's growth since the financial crisis has come from massive government-led stimulus spending on infrastructure.
But the rise of zombie factories and ghost cities, an increase in capital outflows and the collapse in commodity prices seem finally to be taking their toll.
China's government has been forced to take steps to cool the property market and clamp down on speculative market activity.
Investors are also worried about China's potential economic tensions with the US, its biggest trading partner after the European Union.
Before entering the White House, US President Donald Trump pledged to shrink the country's gap with China.
Following a meeting in April with Chinese President Xi Jinping in Florida, the two sides have agreed to 100 days of trade talks which have borne some fruit.","China's exports and imports rose in May, beating estimates, and the trade surplus widened. However, analysts warn that China's growth is likely to slow gradually in coming quarters. Moody's downgraded China's credit rating last month on concerns about rising debts. The government has taken steps to cool the property market and clamp down on speculative market activity. Investors are worried about potential economic tensions with the US.</s>",mistral7b,XSUM,
278,"The focus is on the great crested newt, a species classified as endangered under European law.
Natural England, a government body in charge of protecting wildlife, is in the process of putting forward new proposals.
These would make the current licensing system ""more flexible and strategic"".
It would mean that councils and developers no longer have to move individual great crested newts as long as they protect the biggest colonies and most important habitats.
The consultation will end on 7 April.
If there are ponds on a building site it is illegal to send the bulldozers in until experts have confirmed that there are no great crested newts.
This can be expensive and lead to lengthy delays for major building projects. Great crested newts are protected under the European Habitats Directive so a formal survey by licensed ecologists needs to be carried out.
This can only be done between mid-March and mid-June when great crested newts are in the water breeding.
Torches are shone in to the ponds at night to try to spot them and water plants have to be examined by hand for eggs.
If even a small number are found, then Natural England (NE) the government body that looks after wildlife in England must grant a licence to move the animals.
They can only be fenced, trapped and relocated in spring and summer as they hibernate during winter.
This can cost from £5,000 to £10,000 for even a small project. The fencing alone costs £5-£6 per meter and there is labour on top. This costs business tens of millions of pounds a year.
Now Natural England is proposing a new strategy. Its consultation document says, ""our proposals shift the focus away from protecting animals on development sites and towards improving populations in the wider local area"".
The benchmark will not be individual newts, it will be whatever is necessary to ""maintain the conservation status"" of the animals.
Great crested newts may not have to be moved if it would not ""contribute to the long term prospects of the local population.""
If a significant colony is found then a developer may build them an alternative habitat somewhere else.
The document acknowledges, ""that the proposed policy is likely to increase the mortality of European Protected Species on development sites"".
Andrew Sells, chairman of Natural England said: ""The current licensing system for European Protected Species in England is quite a rigid way of protecting great crested newts, placing the emphasis on individual newts, rather than the species as a whole.""
""By making the system more flexible and strategic, it will enable us to establish habitat for great crested newts, where their populations will most benefit from being in a wide network of habitat, rather than being squeezed in around development.""
Great crested newt populations have declined sharply and the species is now the most threatened species of newt at a global level in Western Europe.
In the UK they are still widely found although numbers have dropped mainly due to ponds in the countryside being filled in or neglected.
NE is currently undertaking a pilot project in Woking using DNA technology to find the most significant great crested newt colonies.
A simple water sample is taken and sent to a lab and this can show their presence or absence. It is quicker and cheaper than the traditional method. However, if a colony is found then the old ways must still be used to see how many there are.
The project is trying to establish where development on the site will have the least impact, to ensure that new habitats are built to accommodate the colonies.
The NE proposals have had a tentative welcome from conservationists. Stephen Trotter, the Wildlife Trust's Director, said:
""There is strong evidence to show that the health and wellbeing of the local people - and wildlife - who live in new housing estates is far better if high-quality green wild spaces are designed into schemes from the outset.""
""It is vital that, before the pilot is rolled out to new areas, the Woking trial develops strong scientific evidence and a robust methodology to show that it works for great crested newts and can be repeated elsewhere.
""Great crested newts are a rare species in Europe and it is important that Natural England takes time to get this right.""
John Dickson, chairman of the Reptile and Amphibian Group for Somerset said: ""I think great crested newts are probably slightly over protected. They are still quite widespread and fairly common in England.
""The reason that they are so highly protected is because it comes from European legislation where they are much more rare.""
""It's how this is done. I think it would be a great shame if everything became about saving the developers money.""
Sara King, senior consultant with ecological company Ecosulis and a great crested newt licensed surveyor, agrees that the current system is ""restrictive.""
""I think it as quite a promising development. Our values in our business are centred on benefitting ecology and wildlife. We don't see that putting fencing in and spending on that is going to greatly benefit great crested newts in the long run.
""So we think it is a promising thing to be looking at the great crested newt population as a whole.""
However, George Adams, Green Construction Champion for the Construction Industry Council believes that nothing should be done that could compromise any of the European Protected Species.
""The construction industry needs to be more sympathetic to our natural resources. Humanity currently outstrips the Earth by 50% more of its resources than the Earth can replenish, and the construction industry creates 40% of global emissions.
""It is the largest single contributor to humanity's responsibility for global warming. We have no right to cause endangered species to suffer. On Terminal 5 at Heathrow immense care and effort went into protecting the local wildlife.""
Follow Claire on Twitter.","The document discusses the focus on the great crested newt, a species classified as endangered under European law. Natural England is proposing a new strategy to protect the species, shifting the focus away from protecting animals on development sites and towards improving populations in the wider local area. The consultation will end on 7 April. The current licensing system is rigid and places the emphasis on individual newts, rather than the species as a whole. The proposed policy is likely to increase the mortality of European Protected Species on development sites. The document acknowledges that the proposed policy is likely to have a significant impact on the species and the construction industry.</s>",mistral7b,XSUM,The document acknowledges that the proposed policy is likely to have a significant impact on the species and the construction industry.
279,"The Garda (police) have been embroiled in a number of controversies recently.
On Tuesday, Taoiseach (prime minister) Enda Kenny announced an independent review of the force.
A second investigation will probe the wrongful convictions of almost 15,000 motorists, and apparent false data on breath tests.
Last week, it emerged that almost one million drink-driving tests recorded by police in the Republic of Ireland did not actually take place.
In addition, police have admitted a separate error that caused almost 15,000 wrongful traffic convictions.
Mr Kenny also said on Tuesday said the government continues to have confidence in Garda Commissioner Nóirín O'Sullivan.
Commissioner O'Sullivan was already facing questions over her leadership because of allegations of a smear campaign against a whistleblower, Sgt Maurice McCabe.
Sgt McCabe was one of two officers who raised concerns years ago about the alleged deletion of penalty points from the driving licences of well-connected offenders.
Speaking during Leaders' Questions in the Dail (parliament), Mr Kenny said of the independent review: ""We continue to see a list of unacceptable revelations about the operation of An Garda Siochana.
""The government believes that the level of public concern is now so profound that it's now time to conduct a thorough, comprehensive and independent, root-and-branch review of An Garda Siochana.""
Exact details of the independent review are to be outlined next week.
In the meantime, an external inquiry is being set up into the erroneous Garda statistics and prosecutions.
The Garda commissioner has been called before a parliamentary committee on Thursday over the affair and she is also due to meet the chairwoman of the Policing Authority, one of the force's watchdogs, over her handling of the scandal before the end of the week.","The Garda police force in Ireland has been involved in several controversies recently, including wrongful convictions of thousands of motorists and false data on breath tests. An independent review of the force has been announced, and an external inquiry is being set up into the erroneous Garda statistics and prosecutions. Garda Commissioner Nóirín O'Sullivan has been called before a parliamentary committee and is due to meet the chairwoman of the Policing Authority over her handling of the scandal.</s>",mistral7b,XSUM,
280,"More than 386,000 migrants passed through Hungary in 2015 before its borders were closed in October.
An organiser of the Paris attacks ""recruited"" some migrants from Budapest's main train station, Hungarian officials have said.
He then left Hungary with the men, PM Viktor Orban's chief of staff said, without providing more details.
A government spokesman confirmed to the Associated Press that the man was Salah Abdeslam, who remains on the run. The Paris attacks, on 13 November, killed 130 people.
Meanwhile, a migrant believed to be from Morocco has been electrocuted at the Greece-Macedonia border.
The man died after climbing onto the roof of a train carriage and touching an overhead cable during scuffles, local police said.
Macedonian authorities have only been letting in Syrians, Iraqis and Afghans who are fleeing conflict, sparking protests from groups of Pakistanis, Iranians and Moroccans.
Tear gas was fired on Thursday as police unsuccessfully moved to clear a border crossing blocked by those groups.
Some 5,000 people are now stuck at the border, including 43 busloads of Syrians, Iraqis and Afghans who arrived overnight.
Tear gas is fired, stones are thrown, but as darkness falls dozens of migrants are still blocking the border, refusing to move.
The UN has for now suspended food distribution because of safety concerns. Its store was looted this morning, and hundreds of Syrians who arrived overnight are sitting waiting. They are trapped with everyone else.
The situation on this border is not sustainable. The police have warned irregular migrants that they must go back to Athens, but no one seems to know how any of this should best be resolved.
In Hungary, national newspapers on Thursday carried full-page government adverts attacking the EU refugee relocation plan.
EU interior ministers approved the plan for mandatory quotas to distribute 120,000 refugees in September, despite opposition from several states including Hungary.
One message printed in a newspaper on Thursday read: ""The quota increases the terror threat!""
Announcing the court challenge, PM Orban said it was ""not enough to protest [at the EU plan], action must be taken"".
Slovakia filed a similar court challenge on Wednesday.
Under the EU quota system, Hungary is expected to take 306 refugees from Italy and 988 refugees from Greece.
It was originally considered one of the ""frontline"" states in the migrant crisis and the plan would have seen 54,000 refugees relocated from its territory.
However due to its rejection of the plan, that number will instead be transferred from Italy and Greece, and Hungary has to accept a quota of refugees.
Over the summer, thousands of migrants congregated at Keleti railway station in Budapest, hoping to travel onwards to Austria and Germany.
On Thursday Hungarian government spokesman Janos Lazar revealed Abdeslam had been at the station but did not specify when.
He also failed to say whether the men he left with took part in the November 13 attacks in Paris.
A French source told AFP that a car rented by Abdeslam had been in Hungary on 17 September.
Austrian authorities have said he was stopped at a traffic check in Austria on 9 September, though the car carrying him and two others was travelling south from Germany, rather than west from Hungary.","386,000 migrants passed through Hungary in 2015. The organiser of the Paris attacks recruited some migrants from Budapest's main train station. Hungarian officials have said that Salah Abdeslam, who remains on the run, was among those recruited. Meanwhile, a migrant believed to be from Morocco has been electrocuted at the Greece-Macedonia border. Tear gas was fired on Thursday as police unsuccessfully moved to clear a border crossing blocked by migrants. The UN has suspended food distribution because of safety concerns. Hungarian national newspapers carried full-page government adverts attacking the EU refugee relocation plan. Hungary is expected to take 306 refugees from Italy and 988 refugees from Greece under the EU quota system.</s>",mistral7b,XSUM,
281,"The Glasgow-based company, which has been restructuring in order to improve efficiency, has forecast a pre-tax profit of between Â£250m and Â£270m.
The figures match those given in the summer when it issued a profits warning.
It also reported a 7% fall in underlying third-quarter revenue.
In a trading statement, Aggreko said sales from its rental solutions division were down 1% on last year.
It added that the ongoing weakness in the oil and gas and mining sectors had been largely offset by continued growth in other sectors, such as petrochemical and refining.
Aggreko also reported an 11% fall in revenue from its power solutions arm, with the ""continuing weak economic backdrop in Brazil"" having an impact on its business.
In August, Aggreko reorganised the group into two units following a business review.
It also announced plans to add more engineering resources to its Dumbarton manufacturing facility as part of a consolidation process.
Chief executive Chris Weston said Aggreko continued ""to demonstrate its resilience against a challenging market backdrop"".
He added: ""Whilst we are at an early stage in delivering the specific actions identified at our business review in August, I am encouraged with the progress we are making which, regardless of the prevailing market conditions, will strengthen Aggreko and position it well for the future.""
By lunchtime on Monday, Aggreko's shares were up by more than 7%.","Aggreko, a Glasgow-based company, has forecast a pre-tax profit of between £250m and £270m for the current year, in line with its earlier predictions. The company reported a 7% fall in underlying third-quarter revenue and an 11% fall in revenue from its power solutions arm. Despite this, the ongoing weakness in the oil and gas and mining sectors was largely offset by continued growth in other sectors. Aggreko reorganised the group into two units in August and announced plans to add more engineering resources to its Dumbarton manufacturing facility. The company's shares were up by more than 7% by lunchtime on Monday.</s>",mistral7b,XSUM,
282,"Bamford has only played two first-team games but has caught the eye with some superb displays in the FA Youth Cup.
The 18-year-old scored four goals in the last-16 win at Southampton and five in the previous round, but he has rejected two contract offers.
Bamford is out of contract at the end of the season.
""I'm as sad as I was with Wes (Morgan) going. That's a fact of life at this football club at this moment in time,"" Forest boss Cotterill told BBC Radio Nottingham.
""It's tough times and I just happen to be in charge when the times have got tougher.""","18-year-old striker Bamford has been impressive in the FA Youth Cup, scoring four goals in the last-16 win at Southampton and five in the previous round. However, he has rejected two contract offers and is out of contract at the end of the season. Forest boss Cotterill is sad about the situation but understands it is a fact of life at the club.</s>",mistral7b,XSUM,
283,"On Friday, Poundland claimed it had been advised to remove food from its Corporation Street store because of nearby ""road works"".
But the council's environmental health team said it had received complaints of mice and, after a visit, concluded there was an ""imminent risk"".
Poundland said it had followed advice.
In a statement, it said: ""All food is now back on sale and the prohibition notice has been lifted. The company's primary concern is for the health and well-being of its customers and it reacted swiftly to resolve the situation.""
In a previous statement, released on Friday, the firm said: ""Poundland has removed food from display at its Corporation Street store in Birmingham following advice from the local environmental office.
""This advice relates to issues caused primarily by the extensive building and road works in the area.""
Birmingham City Council said food went back on sale in the store on Monday.","Poundland removed food from its Corporation Street store in Birmingham due to advice from the local environmental office. The council's environmental health team had received complaints of mice and concluded there was an ""imminent risk"". The prohibition notice has been lifted and food is now back on sale.</s>",mistral7b,XSUM,
