,document,summary,model,origin,nonfactual_spans
10,"Eight-time Olympic sprint champion Bolt and four-time Olympic gold gymnast Biles were named sportsman and sportswoman of the year for their 2016 achievements.
Britain's Rachel Atherton won the action sportsperson of the year award for her downhill mountain biking feats.
Leicester City won the spirit of sport award for winning the Premier League.
Atherton, 29, became the first rider in history to complete a perfect downhill World Cup season and then won a fourth World Championship title a week later.
Leicester boss Claudio Ranieri and captain Wes Morgan were in Monaco to collect the spirit of sport prize, awarded after the Foxes, 5,000-1 outsiders, won the Premier League by 10 points last season.
Bolt won three gold medals at Rio 2016 in the 100m,200m and 4x100m relay.
That took his all-time Olympic medal tally to nine but last month he was asked to hand one back after Jamaican team-mate Nesta Carter tested positive for a banned substance.
Carter was part of the Jamaican quartet that won the 4x100m in Beijing in 2008.
Biles' four gold medals at Rio were in the team, all-around, vault and floor exercise events.
Nico Rosberg, who quit Formula 1 in December five days after being crowned world champion, received the breakthrough of the year prize.
Team of the year: Chicago Cubs, who ended a 108-year wait to win Major League Baseball's World Series.
Comeback of the year: American swimmer Michael Phelps, who won his 23rd Olympic gold in his final Games in Rio.
Sportsperson of the Year with a disability: Beatrice Vio, Italian wheelchair fencer who won gold at the 2016 Paralympics.
Sport for Good Award: for Sporting Inspiration: The Refugee Olympic Team, who competed at the Rio Olympics.
Best Sporting Moment: Barcelona Under-12 team whose players consoled their distraught Japanese opponents at the end of the Junior Soccer World Challenge in a touching show of sportsmanship.
The Laureus Sport for Good Award: Waves for Change.","The 2016 sportsman and sportswoman of the year awards were presented to Jamaican sprinter Usain Bolt and American gymnast Simone Biles. Bolt won three gold medals at the Rio Olympics, while Biles won four golds in the team, all-around, vault, and floor exercise events. Rachel Atherton won the action sportsperson of the year award for her downhill mountain biking feats, and Leicester City won the spirit of sport award for winning the Premier League. Nico Rosberg received the breakthrough of the year prize, while Michael Phelps won the comeback of the year award. Beatrice Vio won the sportsperson of the year with a disability award, and the Refugee Olympic Team won the Sport for Good Award. The best sporting moment was when the Barcelona Under-12 team consoled their distracted Japanese opponents at the end of the Junior Soccer World Challenge. The Laureus Sport for Good Award went to Waves for Change.</s>",mistral7b,XSUM,
11,"The teacher at a school near Paris made the claim on Monday morning before admitting he had made the story up.
He was taken into custody but has been moved to hospital after a psychiatric examination.
France remains on high alert following the terror attacks in Paris on 13 November that left 130 people dead.
The psychiatric examination found that his ""judgement had been impaired and that he was not in a fit state to be in custody"", prosecutors said.
They added that further psychiatric assessment would be sought.
The teacher said he had been attacked while alone in a classroom in Aubervilliers, a suburb of Paris.
But prosecutors said he had wounded himself with a box cutter.
The 45-year-old teacher - who has not been named - was treated in hospital for superficial wounds to his side and neck.
The mayor of Aubervilliers, Pascal Beaudet, said the teacher had 20 years' experience and was ""appreciated"" by parents at the school. The education ministry said the man had been suspended.
The incident sparked a manhunt in the northern suburb, as police tried to track down the alleged attacker.
All classes at the Jean-Perrin preschool were cancelled.
Last month, the Islamic State's French-language magazine Dar-al-Islam urged followers to kill teachers in France, describing them as ""enemies of Allah"" for teaching secularism.
Rachel Schneider, of the French primary school teachers' union SNUipp, said many teachers had been alarmed by the threat.
""We have received many calls from colleagues, who are very worried,"" she said.","A French teacher who claimed to have been attacked by an Islamist gunman in a Paris suburb has been found to have wounded himself with a box cutter. The teacher, who has not been named, was taken into custody but has since been moved to hospital for a psychiatric examination. The incident sparked a manhunt and led to the cancellation of classes at the school. The education ministry has suspended the teacher, while the mayor of Aubervilliers praised his 20 years of experience. The attack came after the Islamic State's French-language magazine urged followers to kill teachers in France. Many teachers have been alarmed by the threat.</s>",mistral7b,XSUM,
12,"It said the dispute centred on the future of the company's drivers after plans were put forward to transfer 87 members to haulier Eddie Stobart.
Unite, which represents more than 700 Co-op drivers, said it had been given ""a firm commitment for their future"" in line with a five-year plan.
The Co-op said it was pleased with the ballot's outcome.
Unite said it recommended its members accept an offer following two days of talks at conciliation service Acas.
Members were based in Derbyshire, County Durham, Coventry, Essex, Devon, Scotland and Northern Ireland.
A ""large number"" voted in favour of the proposals, the union said.
Adrian Jones, from Unite, said: ""We are confident that our members have a secure future with the Co-op and that our concerns about the future of in-house transport have been fully addressed.""
Of the 87 affected drivers in Coventry, 67 took a severance package and 20 went to Eddie Stobart, the union said.
A Co-op spokesman said: ""We have always maintained our commitment to retaining our in-house operations, and are glad that colleagues have recognised this.""","87 Co-op drivers in Coventry were transferred to Eddie Stobart after a dispute over their future. Unite, which represents the drivers, recommended they accept an offer following two days of talks at Acas. The union said a ""large number"" of drivers voted in favour of the proposals, and Adrian Jones from Unite said he was confident that members had a secure future with the Co-op. A Co-op spokesman said the company had always maintained its commitment to retaining its in-house operations.</s>",mistral7b,XSUM,87 Co-op drivers in Coventry were transferred to Eddie Stobart
13,"Sport Wales' director of elite performance Brian Davies said it may ""scare a few athletes"", but official advice remains unchanged.
The letter to the World Health Organization recommends postponing or moving the Games from Rio.
It says efforts to eradicate mosquitoes with the virus have failed.
The Zika virus is linked to severe birth defects.
Between February and April, Brazil registered more than 90,000 likely cases of Zika. The number of babies born with Zika-linked defects stood at 4,908 in April.
Mr Davies said the letter was ""unfortunate timing"" but changed nothing.
""We will take our advice from the key organisations that we work with,"" he said.
""As long as that advice doesn't change, then our athletes can consider themselves in a safe environment.""
He added that Welsh athletes had not come to him with any concerns over the virus.
""They're focussed on trying to be picked in the first place,"" he said.
""And if they are concerned, they will put faith in the organisations that are designed to take and bring them back from the Games safely.""","The director of elite performance for Sport Wales, Brian Davies, stated that the official advice regarding the Zika virus and the Olympic Games in Rio remains unchanged, despite a letter to the World Health Organization recommending postponing or moving the Games due to failed efforts to eradicate mosquitoes with the virus. The letter also links the Zika virus to severe birth defects, with over 90,000 likely cases and 4,908 birth defects reported in Brazil between February and April. Davies stated that Welsh athletes have not expressed concerns over the virus and that they will rely on key organizations for their safety.</s>",mistral7b,XSUM,
14,"The vote will take place on 2 March 2017.
In Northern Ireland the government must be shared between two different political parties.  The First Minister and Deputy First Minister lead the government - one representing each party.
Although they have different job titles, they basically have the same powers and must work together.  Up until now the government has been run by the DUP - or Democratic Unionist Party - and Sinn Féin.
The argument between the parties is about whether the First Minister Arlene Foster - the leader of the DUP - ran things badly or not.
The Deputy First Minister Martin McGuinness, from Sinn Féin, says she did and he left his job because of this disagreement.
His party refused to appoint anyone else to the job and that means new elections have to take place.
The last Northern Ireland Assembly election was in May 2016 - the DUP and Sinn Féin got lots more votes than the other parties.
After the new election, the parties will have talk to each other again and try to work out how they will share power in the future.","The Northern Ireland government must be shared between two political parties, and the First Minister and Deputy First Minister lead the government. The government has been run by the DUP and Sinn Féin, but the Deputy First Minister Martin McGuinness left his job due to disagreement with the First Minister Arlene Foster. New elections have been called for 2 March 2017. After the election, the parties will negotiate to share power in the future.</s>",mistral7b,XSUM,
15,"Dozens of tyres and pallets had been left in the middle of the recently opened pathway at Connswater, east Belfast.
It forms part of the £40m Connswater Community Greenway project.
Earlier, Robert Osborne, Bloomfield Community Support Group, said those who had collected for the bonfire were ""happy to step away"".
He told the Nolan Show on BBC Radio Ulster that he had been involved in talks with the collectors and that the plan was to hold a fun day and light a beacon on 11 July.
Workers from the Environment Agency cleared away the debris.
Mr Osborne said the decision had been made ""in order to keep east Belfast progressing and flourishing"".
""The youths know they can always go to a different bonfire, you have got ones within a couple of metres of each other. It is near enough - a stone's throw away for most of them.
""I can't talk for every other bonfire, but because of what is going on in that park and the amount of money spent, our community is happy enough to step away from a bonfire.
""A bonfire is like a family, heart and soul goes into it and whenever they realised that there was so much money put into making their community look better, they obviously saw the outcome was going to be better for future developments and what might come for them.""
Traditionally, bonfires are lit in many loyalist areas of Northern Ireland on the ""eleventh night"" - the eve of the Twelfth of July.
They celebrate William of Orange's victory over King James II at the Battle of the Boyne in 1690.
The greenway project includes a number of new bridges, cycle paths and walking routes.
It also features a new civic square with sculptures of characters from Narnia - in tribute to author CS Lewis who grew up in the area.
Earlier this month, about 500 people attended the official opening of a new greenway bridge, dedicated to Z Cars actor, James Ellis.
The investment was aimed at improving the urban environment by creating open public spaces and cleaning up rubbish from neglected riverbanks.
For weeks, complaints were lodged with Belfast City Council about the discarded tyres and pallets.
It had replied that bonfire issues were ""complex"" and it was working with communities to address the matter.","The Connswater Community Greenway project, a £40m initiative in east Belfast, has seen the removal of debris left in the middle of a recently opened pathway. This includes dozens of tyres and pallets. The decision was made to clear away the debris in order to keep the area progressing and flourishing. The greenway project includes new bridges, cycle paths and walking routes, as well as a new civic square with sculptures. Complaints were lodged with Belfast City Council about the discarded tyres and pallets, which had been left in the middle of the pathway.</s>",mistral7b,XSUM,
16,"5 July 2016 Last updated at 17:08 BST
The Reading FC academy manager died on 21 June after being treated for a cancerous tumour on his bladder.
He was the caretaker manager for a brief time after the sacking of Brian McDermott during the 2013 Premier League season.",The Reading FC academy manager passed away on 21 June after being treated for cancer. He had previously been the caretaker manager for the team following the sacking of Brian McDermott during the 2013 Premier League season.</s>,mistral7b,XSUM,
17,"The bridge-linked platform (BLP) was connected to Montrose Alpha, one of the oldest platforms in the North Sea.
The move is part of a project that aims to unlock a further 100 million barrels of reserves from a number of fields.
The Montrose Area Redevelopment (MAR) is also expected to extend the life of the fields to beyond 2030.
Montrose includes the Montrose, Arbroath, Arkwright, Brechin, Wood, Godwin, Shaw and Cayley fields. They are located about 200km east of Aberdeen.
MAR seeks to modify and expand the existing Montrose Area infrastructure, including developing three new fields - Godwin, Cayley and Shaw.
The new BLP will provide additional process and plant support facilities.
The Godwin field has already been developed via an extended reach well from the Arbroath platform. The Cayley and Shaw fields are being developed as subsea tie-backs to the bridge-linked platform.
First production from the Shaw field is expected during the first quarter of 2017.
Operators Repsol Sinopec Resources UK said the installation of the BLP had been ""safe and efficient"".
Managing director Bill Dunnett said: ""This is a major step forward for this project and a tangible demonstration of the long-term commitment of our shareholders - Repsol and Sinopec - and partner, Marubeni, to the UKCS (UK Continental Shelf).
""This is a completely new facility in our core infrastructure and will be a game-changer for this business.
""MAR adds significant production and maximises economic recovery from these historic assets.""
Oil and Gas Authority chief executive Andy Samuel said: ""The Oil and Gas Authority is very pleased to see this important milestone in the redevelopment of the Montrose Area, which adds new fields and significant reserves, and also maximises economic recovery and extends the life of the existing fields.""","The bridge-linked platform (BLP) has been connected to Montrose Alpha, an old platform in the North Sea, as part of a project to unlock 100 million barrels of reserves from several fields. The Montrose Area Redevelopment (MAR) aims to modify and expand the existing infrastructure, including developing three new fields - Godwin, Cayley and Shaw. The new BLP will provide additional process and plant support facilities. First production from the Shaw field is expected in the first quarter of 2017. The installation of the BLP was ""safe and efficient"" and is a major step forward for the project. The Oil and Gas Authority is pleased to see this important milestone in the redevelopment of the Montrose Area.</s>",mistral7b,XSUM,
18,"The 55-year-old Italian was in charge of the Hornets, who are 16th in the Premier League, for less than a year.
Watford's next manager will be their ninth in five years and the eighth since the Italian Pozzo family took over the club in 2012.
Chairman Scott Duxbury announced the latest exit after the board ""discussed goals and aspirations"" with Mazzarri.
""It was decided he will be stepping down from his position as the club's head coach,"" said Duxbury.
Monday's 4-3 defeat at champions Chelsea was their fifth loss in a row, although the Hornets avoided relegation and are six points above the drop zone with a game to play.
The club announced in May 2016 that former Inter Milan boss Mazzarri would become head coach on a three-year deal from 1 July after the departure of Quique Sanchez Flores.
Flores left despite taking the club to the FA Cup semi-finals and comfortably retaining their Premier League status, while Slavisa Jokanovic exited a year earlier after leading Watford into the top flight.
Mazzarri, who guided Napoli to the 2012 Copa Italia title and runners-up spot in the 2013 Serie A, won 11 of his 37 Premier League matches at Watford.
The Italian, who conducted his press conferences through an interpreter, was hampered by injuries to key players but certain sections of the supporters did not warm to him.
Popular club captain Troy Deeney had been relegated to the bench in recent weeks,  and there were reports of player unrest.
Former Leicester manager Claudio Ranieri and Hull City's Marco Silva are the early bookmakers' favourites to replace Mazzarri.
BBC Three Counties Radio sports editor Geoff Doyle
There have been problems rumbling at Watford all season with Mazzarri in charge and it was just a question of when it would come to a head.
These have included training issues (players undercooked pre-season, overcooked towards the end of the season) causing unrest in the squad and possibly the reason for long-term injuries to five or six current key players.
His relationship with skipper Troy Deeney has appeared strained for most of the season with the influential captain dropped three times in the past two months.
There seems to have been unhappiness within the squad with the tactics, formations and philosophy of the 'old school' boss. It certainly appeared Mazzarri had 'lost' the dressing room weeks ago.
His lack of English has irritated the club, fans, media and players with instructions on the training ground and in games via interpreters.
When the bad run came, Mazzarri had little or no support anywhere around the club.  The inevitable has occurred.
Media playback is not supported on this device","Watford has announced the departure of their manager, Marco Mazzarri, after less than a year in charge. The Italian, who guided Napoli to the 2012 Copa Italia title and runners-up spot in the 2013 Serie A, won 11 of his 37 Premier League matches at Watford. However, he was hampered by injuries to key players and certain sections of the supporters did not warm to him. Mazzarri's relationship with skipper Troy Deeney has appeared strained for most of the season with the influential captain dropped three times in the past two months. There seems to have been unhappiness within the squad with the tactics, formations and philosophy of the 'old school' boss. His lack of English has irritated the club, fans, media and players. The inevitable has occurred and Mazzarri has been sacked.</s>",mistral7b,XSUM,
19,"The Proteas lost opener Quinton de Kock to a seven-ball duck before Hashim Amla (59) and David Miller (51) helped the visitors to 275-7 from 50 overs.
England batsman Ben Duckett was bowled by Chris Morris to leave Northants 1-1 but opener Max Holden hit a run-a-ball 55 to accelerate the innings.
Tom Sole's 54 pushed Northants close but Morris took 3-36 to ensure victory.
South Africa were without one-day captain AB de Villiers, who is still recovering from illness, but pace bowler Morne Morkel returned to the side and bowled accurately to finish with figures of 2-32.
The Proteas play the first of three one-day internationals against England on Wednesday, before the Champions Trophy begins on 1 June.","The Proteas lost their opening batsman Quinton de Kock early in their innings against England. However, Hashim Amla and David Miller helped the visitors to a total of 275-7 from 50 overs. Meanwhile, in the English innings, Ben Duckett was bowled by Chris Morris while Max Holden hit a run-a-ball 55 to accelerate the innings. Tom Sole also contributed with a score of 54 but Morris took 3-36 to ensure victory for England. The Proteas were without one-day captain AB de Villiers due to illness, but pace bowler Morne Morkel returned to the side and bowled accurately. The first of three one-day internationals between the two teams will be played on Wednesday, before the Champions Trophy begins on 1 June.</s>",mistral7b,XSUM,Morris took 3-36 to ensure victory for England.
20,"Saido Berahino opened the scoring with a fine 20-yard strike, before Chelsea's Cesc Fabregas was sent off for kicking the ball at Chris Brunt.
Berahino added a second from the spot after he was brought down by John Terry within seconds of the restart.
Brunt rounded off the win with an angled shot from a quick corner.
With Chelsea having already secured the title and West Brom safely ensconced in mid-table, the result had no major significance for either side, but the game began with an intensity that belied the meaningless nature of the contest.
Media playback is not supported on this device
Berahino had not found the net in his previous eight Premier League matches but he recaptured the sparkling form he showed earlier in the season with a superb goal after just nine minutes.
The 21-year-old received the ball from Joleon Lescott on the edge of the area and turned before curling a stunning shot into the bottom corner.
Chelsea responded well but their hopes of extending their 16-game unbeaten run - the longest in the top flight this season - were rocked when Fabregas was dismissed in farcical circumstances.
Chelsea striker Diego Costa and Baggies centre-back Gareth McAuley became embroiled in a tussle, and as referee Mike Jones tried to restore order, Fabregas kicked the ball at the group of players around the referee, hitting Brunt on the head.
The visitors competed well until half-time despite their numerical disadvantage, but the scale of their task was increased inside 30 seconds of the second half.
Berahino was played through the middle by a brilliant reverse pass from Brunt and Terry hacked the striker down with a desperate challenge - a tackle for which the Chelsea captain was hugely fortunate to escape without a card.
Media playback is not supported on this device
Berahino beat Thibaut Courtois from the spot for his 14th league goal of the season - the third-best tally of any English player, behind Harry Kane and Charlie Austin.
Brunt then ensured that Chelsea would leave The Hawthorns winless from their last four visits, by rifling in a powerful shot that beat Courtois at his near post.
There was time for Mourinho to hand a debut to 18-year-old midfielder Izzy Brown at his former club, but he was powerless to prevent Tony Pulis's side completing an impressive victory.
West Brom manager Tony Pulis: ""We still have one more game to go but we are delighted we finished 13th. To win at Manchester United, to beat Chelsea, to draw with Liverpool. Those last five games, you were thinking where are the points coming from for us?
""We made it difficult for Chelsea and looked dangerous when we broke. I have managed against Jose Mourinho twice and managed to beat him twice.
""I haven't seen the red card. Until I see it, I will let you know. I don't think Jose has seen it either.""","West Bromwich Albion defeated Chelsea 3-0 in a meaningless Premier League match. Saido Berahino scored the latest goal for West Brom from a brilliant reverse pass, leaving Chelsea struggling to keep up. Chelsea's Cesc Fabregas was sent off for kicking the ball at Chris Brunt, leaving the visitors with a numerical disadvantage. Despite this, West Brom continued to compete well and eventually won the match with an angled shot from a quick corner.</s>",mistral7b,XSUM,Saido Berahino scored the latest goal for West Brom from a brilliant reverse pass<sep>leaving Chelsea struggling to keep up.
21,"Unlike many other homelessness initiatives, the so-called ""Housing First"" approach doesn't require homeless people to make steps towards solving other issues like alcoholism, mental health problems or drug addiction before they get accommodation.
Four experts talk to the BBC World Service Inquiry programme about how and why the approach works and some of its limitations.
Dr Sam Tsemberis is a clinical psychologist who founded Pathways to Housing in New York City in 1992, and developed the Housing First model.
""In the 1980s I was working at Bellevue Psychiatric Hospital on the east side of Manhattan, and I walked about 30 blocks to work.
""I began to walk past people that I recognised, people I had treated when I was working on the inpatient service at the hospital. They had gotten discharged, and were on the street, sometimes literally in the pyjamas that they had been discharged with from the hospital. It was quite disturbing.
""Many of them told me over and over again, 'I need a place to stay, a simple, decent, affordable place of my own like I had before I became homeless'.
""People had to participate in psychiatric treatment or be clean and sober in order to get housing. That was a precondition. And curing addiction or curing mental illness is still something we don't know how to do, and that was exactly what was being asked of people. It was an impossible hurdle to jump over.
""We began to do something that no-one had really done before, which was to take people on the street and offer them a place to live, no conditions other than sign the lease and pay your rent.
""The other breakthrough was to offer normal housing. We rented housing from community landlords on the open market, and people lived in apartments with families, older people, younger people, students, people of all types, including some people who had just the day before been homeless, but were homeless no longer.
""In that first year we had 50 people. The rule-of-thumb in most treatment programmes is a third do better, a third do worse and a third stay the same.
""At the end of the first year 84% were still housed: 84% of people who had been on the street for years. We knew we were onto something very important.
""At first it was misunderstood, and I think people were very uncomfortable because they thought of it as enabling something that should be earned, but if you back up from moral judgments, homeless people are already suffering and providing them with a house actually gets us much closer to the goal that we all want.
""We all want people off the streets and living a productive, meaningful life. This is just a much quicker, more effective and cost-saving way of getting to exactly that goal.""
Former music executive Philip Mangano was inspired to start helping homeless people after watching a film about St Francis of Assisi. He left his job to volunteer at his local church. Twenty years later he was appointed President George W Bush's homelessness czar, where he came across Sam Tsemberis' work.
""We had some very good research that indicated that a certain portion [20%] of homeless people were experiencing what was termed 'chronic' homelessness; they were homeless for a year or more and had a disability or concurring disabilities. So as a policy decision in Washington, we decided that we would focus specifically on that population of homeless people.
""I heard about a guy in New York who was placing people directly into housing off the streets and frankly, I was completely agnostic that that could be done, but I thought if that works, we better know about it.
""He took me to a number of people that had been housed, and it looked as though Sam had uncovered something that was in a blind spot for the entire issue for a quarter of a century. So I was interested in the tangible aspects of it, but I really wanted to look at the data. Was there confirming data and research that indicated that this approach worked? Yes there was. So I was a convert to Housing First.
""One of the key questions became how can we possibly afford housing for all these people?
""How much did homeless people cost when they were randomly ricocheting through very expensive health and law enforcement systems, the emergency room of the hospital, police interventions, court costs, and incarceration costs? How much did that cost, versus how much did it cost for people when they were placed in housing?
""Every single study we did revealed that it was less costly to provide the housing and the services than it was to have those people randomly ricocheting in expensive health and law enforcement systems.
""So you could spend up to $150,000 (£103,000) enabling a person to be homeless because you're not providing them with the solution. Or you could invest up to $25,000 (£17,000) and people would be in housing, stable, secure and safe [with] hardly any police interventions or utilisation of emergency rooms. You didn't need to be Warren Buffet to figure out which of those was the better investment.
""More than 1,000 communities got involved from around the United States, and we set the goal that we could end chronic homelessness - the homelessness of the most vulnerable, the most disabled, the most likely to die on the street. We could end that form of homelessness in our country in 10 years.
""We saw in the first five years about a 40% decrease in chronic homelessness around the country. Some cities achieved 67-70% decreases.
""But at this point, right now, I can think of only a couple of cities in the country that have actually ended chronic homelessness. The recession hit; administrations changed. Some of the attention got dissipated. That led to resources being dissipated. You didn't have that same concentration and so you didn't have the same outcomes and results.
Dr Josh Bamberger is the former medical director of housing, San Francisco, and implemented Housing First in the city, providing homes to more than 10,000 homeless people, mainly in an area called the Tenderloin.
""Like every other city in the United States, we had a ten-year plan to end homelessness and, as I'm sure you're aware, homelessness still exists in San Francisco.
""It's disappointing that it doesn't really feel like there's been much shift in the number of people who are lying on the streets in the Tenderloin, which is the inner-city portion of San Francisco, in 15 years.
""The Tenderloin is a densely-populated area. They're small apartments, 300 square feet, sometimes the bathrooms are down the hall. There are probably 1,000 or 1,500 of these buildings with 150 small apartments in them. It's loud, there's a lot of activity going on and there's a lot of drug dealing that goes on in the streets,
""I think if you're struggling with sobriety and people are offering you drugs and alcohol on a regular basis, it's harder to make progress.
""In San Francisco, we are in this very challenging conundrum where the cost to rent an apartment is beyond the means of low-income people. The average cost of a studio apartment in San Francisco is something like $2,500 a month (£1,700) and if you're getting benefits from the government, the most you can make is about $950 (£650) a month, so that's a huge gap that is never going to be overcome.
""We housed the wrong people. When you have such great demand for limited resources, then you need to be very exact and very courageous in only offering housing to the people who need it the most. We used our very limited local resources for people who are just low-income. We didn't focus on the highest users of the healthcare system first.
""What we should have done from the beginning is only offered housing to the 20% of people who are chronically homeless, and then used that opportunity to disclose that the government isn't investing in expanding the affordable housing sector adequately.""
Jamie Rogers ran the Housing First programme in the Canadian city of Medicine Hat, which has eradicated all homelessness, defined as meaning no-one will have to sleep rough for more than 10 days before they have access to stable housing.
""Medicine Hat is in South Eastern Alberta, a community of about 63,000 people. It's a very family-focused community.
""I first heard about Housing First from a trip that I took to Toronto. I have to be really honest: I was probably one of the biggest sceptics that it would actually work.
""Since April 2009, this community has collectively housed 1,013 individuals; 705 adults and 308 children.
""We take an extremely targeted approach to look at those that are in greatest need or closest to death, which typically are those who are chronically homeless, and are living in places that are unfit for human habitation.
""We did not have to build housing per se. We have a very limited number of units strictly for housing the homeless. What we do very well is build relationships with landlords and property management and communities, and use market housing.
""[Initially] landlords were extremely sceptical. They were worried about bed bugs, increased violence and drug dealing, so we worked really hard to present factual information about who we actually serve. And we've seen progress. We have 175 different landlord and property management companies on board with us and we now have landlords calling us.
""If you ended up on the streets of Medicine Hat tonight, you could spend one night in the shelter and be speaking to a worker within three days. And you could be on a wait list for a house as quick as tomorrow.
""Rather than just introducing programmes like Housing First, we have restructured our entire system approach to ending homelessness.
""We take the stance that people are worthy of a home and it is a fundamental human right to have shelter and a roof over one's head. Of course it is recovery-oriented, and we help and support people in making different choices in their life, but we don't withhold housing because of who they choose to be.
""Housing First works. I cannot say it enough: it absolutely works.""
The Inquiry is broadcast on the BBC World Service on Tuesdays from 12:05 GMT. Listen online or download the podcast.","The Housing First approach to homelessness is a model that provides people experiencing homelessness with immediate access to safe and affordable housing, without requiring them to address other issues such as addiction or mental health problems first. The approach has been shown to be effective in reducing homelessness and improving outcomes for individuals. Experts discuss the limitations of the approach and the need for continued investment in affordable housing.</s>",mistral7b,XSUM,
22,"The 19-year-old striker, who joined from Swansea on Thursday, scored five minutes after coming on as a second-half substitute from a low cross.
His second came from close range after Alex Rodman's shot was fumbled, and he collected his hat-trick after a mistake from Luton goalkeeper Mark Tyler.
Newport move seven points clear of the drop zone, while Luton drop to 13th.
Newport County manager John Sheridan told BBC Radio Wales:
""I want to talk about the performance - obviously Ollie will get the plaudits but I thought the performance was very good.
""I thought we looked a good team today. There was lots of energy and tempo about us.
""Luton are a good team - they're organised and they'll be in and around the play-offs. But anyone who watched us would think Newport aren't a bad team.""
Luton Town manager John Still told BBC Three Counties Radio:
Media playback is not supported on this device
""We never managed the game very well from that first goal on. We managed the game brilliantly before that, in really difficult conditions for both teams. Up until they scored I thought if anybody would win, it would be us.
""Individual errors are giving us problems at the moment. That's how it is, there's nothing I can do about it now. We can only get back on the training ground but it's hard to irradiate an individual error.
""This is football. You have to get back on the horse. There's no remedy or quick fix. You've got to make the most of your opportunities which we haven't done. These last few games have been bitterly disappointing.""
Match ends, Newport County 3, Luton Town 0.
Second Half ends, Newport County 3, Luton Town 0.
Corner,  Luton Town. Conceded by Jazzi Barnum-Bobb.
Corner,  Luton Town. Conceded by Mark Byrne.
Corner,  Luton Town. Conceded by Matt Partridge.
Attempt missed. Tommy O'Sullivan (Newport County) left footed shot from outside the box is close, but misses to the left.
Goal!  Newport County 3, Luton Town 0. Oliver McBurnie (Newport County) right footed shot from the centre of the box to the bottom right corner. Assisted by Scott Boden.
Foul by Medy Elito (Newport County).
Scott Griffiths (Luton Town) wins a free kick in the defensive half.
Substitution, Newport County. Scott Boden replaces Lenell John-Lewis.
Medy Elito (Newport County) wins a free kick in the defensive half.
Foul by Nathan Doyle (Luton Town).
Substitution, Luton Town. Paddy McCourt replaces Olly Lee.
Goal!  Newport County 2, Luton Town 0. Oliver McBurnie (Newport County) right footed shot from very close range to the bottom left corner.
Corner,  Newport County. Conceded by Luke Wilkinson.
Attempt saved. Medy Elito (Newport County) right footed shot from outside the box is saved in the top centre of the goal.
Delay over. They are ready to continue.
Delay in match Matt Partridge (Newport County) because of an injury.
Foul by Lenell John-Lewis (Newport County).
Scott Cuthbert (Luton Town) wins a free kick in the attacking half.
Medy Elito (Newport County) wins a free kick in the defensive half.
Foul by Alex Lawless (Luton Town).
Corner,  Luton Town. Conceded by Andrew Hughes.
Foul by Alex Rodman (Newport County).
Danny Green (Luton Town) wins a free kick in the defensive half.
Substitution, Luton Town. Nathan Doyle replaces Cameron McGeehan.
Substitution, Luton Town. Craig Mackail-Smith replaces Josh McQuoid.
Goal!  Newport County 1, Luton Town 0. Oliver McBurnie (Newport County) right footed shot from outside the box to the bottom right corner. Assisted by Tommy O'Sullivan.
Medy Elito (Newport County) wins a free kick in the attacking half.
Foul by Olly Lee (Luton Town).
Substitution, Newport County. Oliver McBurnie replaces Zak Ansah.
Substitution, Newport County. Tommy O'Sullivan replaces Yan Klukowski.
Corner,  Luton Town. Conceded by Jazzi Barnum-Bobb.
Attempt blocked. Danny Green (Luton Town) right footed shot from the centre of the box is blocked.
Danny Green (Luton Town) wins a free kick in the attacking half.
Foul by Alex Rodman (Newport County).
Foul by Alex Lawless (Luton Town).
Lenell John-Lewis (Newport County) wins a free kick in the attacking half.
Attempt missed. Cameron McGeehan (Luton Town) right footed shot from outside the box is too high.
Corner,  Luton Town. Conceded by Scott Bennett.","3-0.

Newport County has just scored a hat-trick against Luton Town in the English Football League Two match. The goals were scored from a low cross, a mistake from the Luton goalkeeper, and a fumbled shot. The match is currently 3-0 in favor of Newport County, with Luton Town struggling to keep up.</s>",mistral7b,XSUM,
